"Waterbody";"matrix";"substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfAcc";"Datatype";"ConfTemp";"Area_km2";"Grids";"GridsAssessed";"Stations";"ConfSpatial";"ConfMethod"
"Kiel Bay - open sea";"Sediment";"TBTIN";"Org";1.95;"ug/kg dw sediment";"+";"H";"L";"initial";"M";2716.06181423;91;1;11;"L";"H"
"Kiel Bight Danish Coastal waters";"Water";"CS-137";"Rad";1.49;"Bq/m3";"+";"M";"H";"Full";"H";179.554751519;6;1;1;"L";"L"
"Kiel Bight Danish Coastal waters";"Biota";"CS-137";"Rad";0.31;"Bq/kg ww";"+";"M";"H";"Full";"H";179.554751519;6;1;1;"M";"L"
"Kiel Bight Danish Coastal waters";"Biota";"CS-137";"Rad";0.29;"Bq/kg ww";"+";"M";"H";"Full";"H";179.554751519;6;1;1;"L";"L"
"Kiel Bight German Coastal waters";"Biota";"CD";"HM";2.689717007;"ug/kg ww mussels";"+";"M";"H";"Full";"H";629.6306527103;21;1;3;"L";"M"
"Kiel Bight German Coastal waters";"Sediment";"CD";"HM";1.392030571;"mg/kg sediment";"+";"H";"H";"Full";"H";629.6306527103;21;2;1;"M";"L"
"Kiel Bight German Coastal waters";"Biota";"CD";"HM";3.24641606;"ug/kg ww mussels";"+";"M";"H";"Full";"H";629.6306527103;21;2;1;"H";"H"
"Kiel Bight German Coastal waters";"Sediment";"CD";"HM";1.069630826;"mg/kg sediment";"+";"H";"H";"Full";"H";629.6306527103;21;1;3;"M";"H"
"Kiel Bight German Coastal waters";"Water";"CS-137";"Rad";1.49;"Bq/m3";"+";"M";"H";"Full";"H";629.6306527103;21;2;3;"L";"M"
"Kiel Bight German Coastal waters";"Biota";"CS-137";"Rad";0.31;"Bq/kg ww";"+";"M";"H";"Full";"H";629.6306527103;21;0;2;"M";"L"
"Kiel Bight German Coastal waters";"Biota";"CS-137";"Rad";0.29;"Bq/kg ww";"+";"M";"H";"Full";"H";629.6306527103;21;2;2;"L";"L"
"Kiel Bight German Coastal waters";"Biota";"HG";"HM";1.946182414;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";629.6306527103;21;1;1;"L";"M"
"Kiel Bight German Coastal waters";"Biota";"HG";"HM";2.439289602;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";629.6306527103;21;2;3;"M";"L"
"Kiel Bight German Coastal waters";"Biota";"PB";"HM";2.055536369;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";629.6306527103;21;0;1;"M";"M"
"Kiel Bight German Coastal waters";"Sediment";"PB";"HM";0.771443595;"mg/kg";"+";"M";"H";"Full";"H";629.6306527103;21;2;3;"L";"M"
"Kiel Bight German Coastal waters";"Biota";"PB";"HM";2.743358301;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";629.6306527103;21;1;1;"M";"H"
"Kiel Bight German Coastal waters";"Sediment";"PB";"HM";1.483844488;"mg/kg";"+";"M";"H";"Full";"H";629.6306527103;21;2;3;"H";"M"
"Kiel Bight German Coastal waters";"Biota";"CD";"HM";0.93;"ug/kg dw mussels";"+";"M";"L";"initial";"M";629.6306527103;21;3;2;"M";"M"
"Kiel Bight German Coastal waters";"Biota";"HG";"HM";67;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";629.6306527103;21;1;2;"H";"H"
"Kiel Bight German Coastal waters";"Biota";"PB";"HM";0.41;"ug/kg dw mussels";"+";"M";"L";"initial";"M";629.6306527103;21;3;2;"H";"L"
"Mecklenburg Bight Danish Coastal waters";"Water";"CS-137";"Rad";1.78;"Bq/m3";"+";"M";"H";"Full";"H";211.392494339;7;1;1;"L";"M"
"Mecklenburg Bight Danish Coastal waters";"Biota";"CS-137";"Rad";0.29;"Bq/kg ww";"+";"M";"H";"Full";"H";211.392494339;7;1;1;"L";"M"
"Mecklenburg Bight German Coastal waters";"Sediment";"CD";"HM";1.282942094;"mg/kg sediment";"+";"H";"H";"Full";"H";888.096789810348;30;3;3;"H";"H"
"Mecklenburg Bight German Coastal waters";"Water";"CS-137";"Rad";1.78;"Bq/m3";"+";"M";"H";"Full";"H";888.096789810348;30;1;1;"L";"H"
"Mecklenburg Bight German Coastal waters";"Biota";"CS-137";"Rad";0.29;"Bq/kg ww";"+";"M";"H";"Full";"H";888.096789810348;30;0;4;"H";"M"
"Mecklenburg Bight German Coastal waters";"Biota";"HG";"HM";31.82187952;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";888.096789810348;30;0;2;"H";"M"
"Mecklenburg Bight German Coastal waters";"Biota";"SCB6";"Org";0.790774391;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";888.096789810348;30;2;4;"H";"H"
"Mecklenburg Bight German Coastal waters";"Sediment";"PB";"HM";0.682390093;"mg/kg";"+";"M";"H";"Full";"H";888.096789810348;30;1;4;"L";"H"
"Mecklenburg Bight German Coastal waters";"Water";"CD";"HM";0.42;"ug/l water";"+";"H";"L";"initial";"M";888.096789810348;30;1;4;"L";"L"
"Mecklenburg Bight German Coastal waters";"Biota";"BAP";"Org";0.11;"ug/kg ww mussels";"+";"H";"L";"initial";"M";888.096789810348;30;2;3;"M";"L"
"Mecklenburg Bight German Coastal waters";"Biota";"CD";"HM";2.4;"ug/kg dw mussels";"+";"M";"L";"initial";"M";888.096789810348;30;2;1;"H";"M"
"Mecklenburg Bight German Coastal waters";"Biota";"FLU";"Org";0.08;"ug/kg ww mussels";"+";"H";"L";"initial";"M";888.096789810348;30;1;4;"L";"H"
"Mecklenburg Bight German Coastal waters";"Biota";"HG";"HM";1.35;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";888.096789810348;30;4;4;"L";"L"
"Mecklenburg Bight German Coastal waters";"Biota";"PB";"HM";1.61;"ug/kg dw mussels";"+";"M";"L";"initial";"M";888.096789810348;30;2;1;"L";"M"
"Mecklenburg Bight German Coastal waters";"Biota";"BAP";"Org";0.14;"ug/kg ww mussels";"+";"H";"L";"initial";"M";888.096789810348;30;4;3;"L";"L"
"Mecklenburg Bight German Coastal waters";"Biota";"CD";"HM";1.43;"ug/kg dw mussels";"+";"M";"L";"initial";"M";888.096789810348;30;4;4;"H";"L"
"Mecklenburg Bight German Coastal waters";"Sediment";"CD";"HM";0.47;"mg/kg sediment";"+";"H";"L";"initial";"M";888.096789810348;30;1;2;"H";"M"
"Mecklenburg Bight German Coastal waters";"Water";"CD";"HM";0.42;"ug/l water";"+";"H";"L";"initial";"M";888.096789810348;30;2;1;"L";"L"
"Mecklenburg Bight German Coastal waters";"Biota";"FLU";"Org";0.05;"ug/kg ww mussels";"+";"H";"L";"initial";"M";888.096789810348;30;4;2;"H";"M"
"Mecklenburg Bight German Coastal waters";"Biota";"HG";"HM";0.66;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";888.096789810348;30;3;2;"L";"L"
"Mecklenburg Bight German Coastal waters";"Biota";"PB";"HM";1.09;"ug/kg dw mussels";"+";"M";"L";"initial";"M";888.096789810348;30;3;1;"M";"L"
"Mecklenburg Bight German Coastal waters";"Sediment";"PB";"HM";0.41;"mg/kg sediment";"+";"H";"L";"initial";"M";888.096789810348;30;2;1;"M";"M"
"Northern Baltic Proper - open sea";"Biota";"BAP";"Org";0.09;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";27499.7376144;917;86;99;"M";"H"
"Northern Baltic Proper - open sea";"Water";"CS-137";"Rad";1.79;"Bq/m3";"+";"M";"H";"Full";"H";27499.7376144;917;34;79;"H";"L"
"Northern Baltic Proper - open sea";"Biota";"FLU";"Org";0.06;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";27499.7376144;917;44;134;"H";"L"
"Northern Baltic Proper - open sea";"Biota";"HBCDD";"Org";0.01113078;"ug/kg ww whole fish";"+";"H";"H";"Full";"H";27499.7376144;917;86;5;"M";"M"
"Northern Baltic Proper - open sea";"Biota";"HG";"HM";1.521129055;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";27499.7376144;917;106;42;"H";"H"
"Northern Baltic Proper - open sea";"Biota";"SCB6";"Org";0.319109725;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";27499.7376144;917;65;76;"M";"L"
"Northern Baltic Proper - open sea";"Biota";"PB";"HM";0.847512582;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";27499.7376144;917;89;82;"M";"H"
"Northern Baltic Proper - open sea";"Biota";"PFOS";"Org";0.118130521;"ug/g ww whole fish";"+";"H";"H";"Full";"H";27499.7376144;917;57;29;"H";"H"
"Northern Baltic Proper - open sea";"Biota";"SBD6";"Org";101.5713876;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";27499.7376144;917;99;96;"L";"M"
"Northern Baltic Proper Estonian Coastal waters";"Water";"CS-137";"Rad";1.79;"Bq/m3";"+";"M";"H";"Full";"H";1211.80042711;40;1;4;"H";"H"
"Northern Baltic Proper Finnish Coastal waters";"Water";"CS-137";"Rad";1.79;"Bq/m3";"+";"M";"H";"Full";"H";999;33;1;1;"M";"M"
"Northern Baltic Proper Swedish Coastal waters";"Water";"CS-137";"Rad";1.79;"Bq/m3";"+";"M";"H";"Full";"H";6768.1016275748;226;11;1;"M";"L"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"HBCDD";"Org";0.006532653;"ug/kg ww whole fish";"+";"H";"H";"Full";"H";6768.1016275748;226;14;4;"M";"L"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"HG";"HM";5.989024872;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";6768.1016275748;226;19;1;"M";"L"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"SCB6";"Org";2.100510105;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";6768.1016275748;226;16;27;"M";"L"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"PB";"HM";1.390488301;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";6768.1016275748;226;6;14;"H";"H"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"PFOS";"Org";0.248804316;"ug/g ww whole fish";"+";"H";"H";"Full";"H";6768.1016275748;226;30;16;"M";"H"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"SBD6";"Org";203.4856755;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";6768.1016275748;226;7;6;"L";"H"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"TBTVDSI";"Org";6.7;"VDSI";"+";"H";"H";"Full";"H";6768.1016275748;226;26;22;"H";"M"
"Northern Baltic Proper Swedish Coastal waters";"Biota";"TBTVDSI";"Org";5;"VDSI";"+";"H";"H";"Full";"H";6768.1016275748;226;31;33;"L";"L"
"The Quark - open sea";"Biota";"CS-137";"Rad";2.11;"Bq/kg ww";"+";"M";"H";"Full";"H";2859.68866154;95;2;5;"L";"L"
"The Quark Finnish Coastal waters";"Biota";"CS-137";"Rad";2.11;"Bq/kg ww";"+";"M";"H";"Full";"H";3404.899472729;113;14;2;"H";"M"
"The Quark Finnish Coastal waters";"Biota";"SCB6";"Org";0.420925065;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";3404.899472729;113;14;13;"H";"H"
"The Quark Finnish Coastal waters";"Biota";"HG";"HM";5.74;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";3404.899472729;113;14;12;"H";"M"
"The Quark Finnish Coastal waters";"Biota";"HG";"HM";2.5;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";3404.899472729;113;5;4;"H";"L"
"The Quark Finnish Coastal waters";"Biota";"HG";"HM";2;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";3404.899472729;113;3;2;"H";"H"
"The Quark Finnish Coastal waters";"Biota";"PFOS";"Org";0.32;"ug/kg ww fish muscle";"+";"H";"L";"initial";"M";3404.899472729;113;15;7;"M";"H"
"The Quark Finnish Coastal waters";"Biota";"HG";"HM";5;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";3404.899472729;113;6;4;"H";"H"
"The Quark Finnish Coastal waters";"Biota";"SBD6";"Org";3.11;"ug/kg ww fish muscle";"+";"H";"L";"initial";"M";3404.899472729;113;14;4;"L";"M"
"The Quark Finnish Coastal waters";"Biota";"SDX";"Org";0.01;"teq/kg ww fish muscle, crustacean, mussle";"+";"H";"L";"initial";"M";3404.899472729;113;12;8;"M";"L"
"The Quark Swedish Coastal waters";"Biota";"CS-137";"Rad";2.11;"Bq/kg ww";"+";"M";"H";"Full";"H";1894.195012052;63;2;7;"M";"H"
"The Quark Swedish Coastal waters";"Biota";"HBCDD";"Org";0.006611187;"ug/kg ww whole fish";"+";"H";"H";"Full";"H";1894.195012052;63;5;1;"M";"L"
"The Quark Swedish Coastal waters";"Biota";"HG";"HM";8.4969495;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";1894.195012052;63;3;2;"L";"H"
"The Quark Swedish Coastal waters";"Biota";"HG";"HM";3.440341422;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";1894.195012052;63;9;7;"H";"H"
"The Quark Swedish Coastal waters";"Biota";"SCB6";"Org";0.140043311;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";1894.195012052;63;7;8;"L";"H"
"The Quark Swedish Coastal waters";"Biota";"SCB6";"Org";0.135812524;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";1894.195012052;63;6;6;"L";"H"
"The Quark Swedish Coastal waters";"Biota";"PB";"HM";0.240289916;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";1894.195012052;63;5;2;"M";"H"
"The Quark Swedish Coastal waters";"Biota";"PFOS";"Org";0.067207886;"ug/g ww whole fish";"+";"H";"H";"Full";"H";1894.195012052;63;6;9;"M";"M"
"The Quark Swedish Coastal waters";"Biota";"SBD6";"Org";109.7840317;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";1894.195012052;63;0;8;"M";"H"
"The Quark Swedish Coastal waters";"Biota";"HBCD";"Org";0;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";1894.195012052;63;5;1;"M";"H"
"The Quark Swedish Coastal waters";"Biota";"PB";"HM";0.09;"ug/kg ww fish liver";"+";"M";"L";"initial";"M";1894.195012052;63;5;3;"M";"L"
"The Quark Swedish Coastal waters";"Biota";"SBD6";"Org";3.69;"ug/kg ww fish muscle";"+";"H";"L";"initial";"M";1894.195012052;63;8;2;"H";"M"
"The Quark Swedish Coastal waters";"Biota";"PB";"HM";0.15;"ug/kg ww fish liver";"+";"M";"L";"initial";"M";1894.195012052;63;3;1;"L";"H"
"The Quark Swedish Coastal waters";"Biota";"HG";"HM";6.98;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";1894.195012052;63;6;4;"L";"L"
"The Quark Swedish Coastal waters";"Biota";"SCB6";"Org";0.02;"ug/kg ww fish muscle";"+";"L";"L";"initial";"M";1894.195012052;63;4;7;"L";"M"
"The Sound - open sea";"Biota";"BAP";"Org";0.03;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";181.484006277;6;1;1;"H";"M"
"The Sound - open sea";"Water";"CS-137";"Rad";1.62;"Bq/m3";"+";"M";"H";"Full";"H";181.484006277;6;0;1;"L";"H"
"The Sound - open sea";"Biota";"FLU";"Org";0.07;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";181.484006277;6;1;1;"L";"H"
"The Sound - open sea";"Biota";"TBTVDSI";"Org";0.4;"VDSI";"+";"H";"H";"Full";"H";181.484006277;6;0;1;"H";"L"
"The Sound - open sea";"Sediment";"ANT";"Org";1.43;"ug/kg ww sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"H";"L"
"The Sound - open sea";"Sediment";"ANT";"Org";2.98;"ug/kg ww sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"M";"M"
"The Sound - open sea";"Sediment";"ANT";"Org";1.31;"ug/kg ww sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"M";"L"
"The Sound - open sea";"Biota";"BAP";"Org";0.19;"ug/kg ww mussels";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"L";"M"
"The Sound - open sea";"Biota";"CD";"HM";1.83;"ug/kg dw mussels";"+";"M";"L";"initial";"M";181.484006277;6;1;1;"L";"H"
"The Sound - open sea";"Sediment";"CD";"HM";0.07;"mg/kg sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"H";"H"
"The Sound - open sea";"Sediment";"CD";"HM";0.1;"mg/kg sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"H";"L"
"The Sound - open sea";"Biota";"FLU";"Org";0.16;"ug/kg ww mussels";"+";"H";"L";"initial";"M";181.484006277;6;1;1;"M";"L"
"The Sound - open sea";"Biota";"HG";"HM";1.74;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"H";"H"
"The Sound - open sea";"Biota";"PB";"HM";2.97;"ug/kg dw mussels";"+";"M";"L";"initial";"M";181.484006277;6;0;1;"M";"L"
"The Sound - open sea";"Sediment";"PB";"HM";0.41;"mg/kg sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"L";"M"
"The Sound - open sea";"Sediment";"PB";"HM";0.38;"mg/kg sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"M";"L"
"The Sound - open sea";"Sediment";"TBTIN";"Org";3.29;"ug/kg dw sediment";"+";"H";"L";"initial";"M";181.484006277;6;1;1;"M";"H"
"The Sound - open sea";"Sediment";"TBTIN";"Org";5.58;"ug/kg dw sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"H";"H"
"The Sound - open sea";"Sediment";"TBTIN";"Org";2.81;"ug/kg dw sediment";"+";"H";"L";"initial";"M";181.484006277;6;0;1;"H";"M"
"The Sound Danish Coastal waters";"Biota";"BAP";"Org";0.23;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";308.5689230349;10;1;1;"H";"M"
"The Sound Danish Coastal waters";"Biota";"CD";"HM";2.128830843;"ug/kg ww mussels";"+";"M";"H";"Full";"H";308.5689230349;10;0;1;"L";"H"
"The Sound Danish Coastal waters";"Water";"CS-137";"Rad";1.62;"Bq/m3";"+";"M";"H";"Full";"H";308.5689230349;10;1;1;"L";"L"
"The Sound Danish Coastal waters";"Biota";"FLU";"Org";0.24;"ug/kg ww crustacean and molluscs";"+";"H";"H";"Full";"H";308.5689230349;10;1;1;"M";"L"
"The Sound Danish Coastal waters";"Biota";"HG";"HM";1.844794743;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";308.5689230349;10;1;1;"L";"H"
"The Sound Danish Coastal waters";"Biota";"PB";"HM";1.170074615;"ug/kg ww fish liver - ug/kg dw mussels";"+";"M";"H";"Full";"H";308.5689230349;10;0;1;"L";"L"
"The Sound Danish Coastal waters";"Biota";"PFOS";"Org";0.080017021;"ug/g ww whole fish";"+";"H";"H";"Full";"H";308.5689230349;10;1;1;"M";"M"
"The Sound Danish Coastal waters";"Sediment";"ANT";"Org";0.34;"ug/kg ww sediment";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"H"
"The Sound Danish Coastal waters";"Sediment";"CD";"HM";0.63;"mg/kg sediment";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"L";"H"
"The Sound Danish Coastal waters";"Biota";"HBCD";"Org";0;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"H"
"The Sound Danish Coastal waters";"Biota";"HBCD";"Org";0;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"M"
"The Sound Danish Coastal waters";"Biota";"HG";"HM";8.94;"ug/kg ww whole fish";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"L"
"The Sound Danish Coastal waters";"Biota";"PB";"HM";2.05;"ug/kg ww fish liver";"+";"M";"L";"initial";"M";308.5689230349;10;0;1;"L";"H"
"The Sound Danish Coastal waters";"Sediment";"PB";"HM";0.14;"mg/kg sediment";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"M"
"The Sound Danish Coastal waters";"Biota";"SBD6";"Org";14.8;"ug/kg ww fish muscle";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"M";"M"
"The Sound Danish Coastal waters";"Biota";"SBD6";"Org";9.15;"ug/kg ww fish muscle";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"L"
"The Sound Danish Coastal waters";"Biota";"SCB6";"Org";0.04;"ug/kg ww fish muscle";"+";"L";"L";"initial";"M";308.5689230349;10;0;1;"H";"M"
"The Sound Danish Coastal waters";"Biota";"SCB6";"Org";0.04;"ug/kg ww fish muscle";"+";"L";"L";"initial";"M";308.5689230349;10;1;2;"M";"H"
"The Sound Danish Coastal waters";"Biota";"SDX";"Org";0.04;"teq/kg ww fish muscle, crustacean, mussle";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"L"
"The Sound Danish Coastal waters";"Biota";"SDX";"Org";0.06;"teq/kg ww fish muscle, crustacean, mussle";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"H";"M"
"The Sound Danish Coastal waters";"Sediment";"TBTIN";"Org";3.7;"ug/kg dw sediment";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"M";"L"
"The Sound Danish Coastal waters";"Sediment";"ANT";"Org";0.47;"ug/kg ww sediment";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"L"
"The Sound Danish Coastal waters";"Sediment";"ANT";"Org";1.09;"ug/kg ww sediment";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"L";"H"
"The Sound Danish Coastal waters";"Biota";"BAP";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"M"
"The Sound Danish Coastal waters";"Biota";"BAP";"Org";0.28;"ug/kg ww mussels";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"M";"H"
"The Sound Danish Coastal waters";"Biota";"BAP";"Org";0.06;"ug/kg ww mussels";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"H"
"The Sound Danish Coastal waters";"Biota";"CD";"HM";0.01;"ug/kg dw mussels";"+";"M";"L";"initial";"M";308.5689230349;10;1;1;"L";"H"
"The Sound Danish Coastal waters";"Biota";"CD";"HM";0.93;"ug/kg dw mussels";"+";"M";"L";"initial";"M";308.5689230349;10;0;1;"L";"H"
"The Sound Danish Coastal waters";"Biota";"CD";"HM";0.55;"ug/kg dw mussels";"+";"M";"L";"initial";"M";308.5689230349;10;1;1;"L";"M"
"The Sound Danish Coastal waters";"Biota";"FLU";"Org";0.2;"ug/kg ww mussels";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"H"
"The Sound Danish Coastal waters";"Biota";"FLU";"Org";0.1;"ug/kg ww mussels";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"H"
"The Sound Danish Coastal waters";"Biota";"FLU";"Org";0.15;"ug/kg ww mussels";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"H";"L"
"The Sound Danish Coastal waters";"Biota";"HG";"HM";0.02;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"M";"L"
"The Sound Danish Coastal waters";"Biota";"HG";"HM";0.71;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"H";"M"
"The Sound Danish Coastal waters";"Biota";"HG";"HM";0.76;"ug/kg ww whole fish (mussel)";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"H";"L"
"The Sound Danish Coastal waters";"Biota";"PB";"HM";0.01;"ug/kg dw mussels";"+";"M";"L";"initial";"M";308.5689230349;10;1;1;"L";"L"
"The Sound Danish Coastal waters";"Biota";"PB";"HM";1.02;"ug/kg dw mussels";"+";"M";"L";"initial";"M";308.5689230349;10;1;1;"M";"H"
"The Sound Danish Coastal waters";"Biota";"PB";"HM";0.65;"ug/kg dw mussels";"+";"M";"L";"initial";"M";308.5689230349;10;0;1;"M";"M"
"The Sound Danish Coastal waters";"Sediment";"TBTIN";"Org";2.5;"ug/kg dw sediment";"+";"H";"L";"initial";"M";308.5689230349;10;1;1;"M";"H"
"The Sound Danish Coastal waters";"Sediment";"TBTIN";"Org";1.59;"ug/kg dw sediment";"+";"H";"L";"initial";"M";308.5689230349;10;0;1;"L";"M"
"The Sound Swedish Coastal waters";"Water";"CS-137";"Rad";1.62;"Bq/m3";"+";"M";"H";"Full";"H";452.470305949;15;2;2;"L";"H"
"The Sound Swedish Coastal waters";"Biota";"TBTVDSI";"Org";9.6;"VDSI";"+";"H";"H";"Full";"H";452.470305949;15;2;1;"M";"L"
"Western Gotland Basin - open sea";"Water";"CS-137";"Rad";1.82;"Bq/m3";"+";"M";"H";"Full";"H";26032.5200333;868;10;9;"H";"H"
"Western Gotland Basin - open sea";"Biota";"CS-137";"Rad";1.54;"Bq/kg ww";"+";"M";"H";"Full";"H";26032.5200333;868;67;21;"H";"L"
"Western Gotland Basin - open sea";"Biota";"HBCDD";"Org";0.02263782;"ug/kg ww whole fish";"+";"H";"H";"Full";"H";26032.5200333;868;129;15;"L";"H"
"Western Gotland Basin - open sea";"Biota";"HG";"HM";3.001236421;"ug/kg ww fish muscle";"+";"H";"H";"Full";"H";26032.5200333;868;63;122;"M";"H"
"Western Gotland Basin - open sea";"Biota";"SCB6";"Org";0.859428048;"ug/kg ww fish muscle";"+";"L";"H";"Full";"H";26032.5200333;868;39;93;"M";"L"
